"Date","Price","Open","High","Low","Vol.","Change %"
"12/13/2024","96,605.9","95,459.2","97,000.0","94,810.0","0.53K","1.17%"
"12/12/2024","95,485.1","96,250.2","97,670.4","94,750.0","0.82K","-0.79%"
"12/11/2024","96,240.7","91,882.6","96,969.7","90,984.1","0.95K","4.74%"
"12/10/2024","91,882.6","92,249.7","93,418.3","89,725.3","0.75K","-0.51%"
"12/09/2024","92,350.5","95,586.4","95,686.0","89,232.3","0.88K","-3.39%"
"12/08/2024","95,594.4","94,367.3","95,785.4","93,374.7","0.37K","1.30%"
"12/07/2024","94,367.3","94,416.9","95,048.6","93,710.0","0.23K","-0.05%"
"12/06/2024","94,414.3","91,711.9","96,500.0","91,217.6","0.88K","2.94%"
"12/05/2024","91,721.5","93,735.0","98,053.3","87,025.3","2.64K","-2.15%"
"12/04/2024","93,735.0","91,239.3","94,150.0","89,956.4","1.20K","2.74%"
"12/03/2024","91,239.3","91,242.1","91,706.4","88,951.9","0.56K","-0.02%"
"12/02/2024","91,261.7","92,131.7","93,000.0","90,025.0","0.68K","-0.95%"
"12/01/2024","92,133.0","91,134.5","92,566.9","90,531.6","0.29K","1.10%"
"11/30/2024","91,134.5","92,169.3","92,169.3","90,790.1","0.29K","-1.11%"
"11/29/2024","92,157.4","90,557.5","93,432.6","90,298.8","0.66K","1.77%"
"11/28/2024","90,557.5","90,828.1","91,533.7","89,725.1","0.50K","-0.30%"
"11/27/2024","90,828.1","87,601.6","92,139.1","87,430.1","1.16K","3.71%"
"11/26/2024","87,581.6","88,997.3","90,728.0","86,628.5","1.16K","-1.58%"
"11/25/2024","88,988.9","93,396.0","94,256.8","88,200.0","1.52K","-4.72%"
"11/24/2024","93,396.0","93,311.3","94,074.0","91,333.0","0.69K","0.09%"
"11/23/2024","93,311.2","94,819.5","94,819.5","92,815.6","0.61K","-1.58%"
"11/22/2024","94,812.3","93,645.1","95,497.1","93,200.3","1.44K","1.24%"
"11/21/2024","93,654.6","89,111.6","94,229.0","89,104.4","2.35K","5.10%"
"11/20/2024","89,111.6","87,063.1","90,046.3","86,500.2","1.36K","2.35%"
"11/19/2024","87,063.1","85,430.9","88,650.0","85,328.2","1.15K","1.91%"
"11/18/2024","85,430.9","85,101.0","87,488.9","84,619.0","0.99K","0.39%"
"11/17/2024","85,101.0","85,700.9","86,393.7","84,095.0","0.33K","-0.63%"
"11/16/2024","85,643.2","86,272.0","86,869.0","85,278.0","0.54K","-0.73%"
"11/15/2024","86,273.7","82,927.1","87,040.0","82,677.0","1.08K","4.09%"
"11/14/2024","82,884.8","85,446.0","87,000.0","82,306.9","1.40K","-3.03%"
"11/13/2024","85,475.6","82,488.0","87,899.9","80,762.0","2.43K","3.68%"
"11/12/2024","82,441.2","82,188.0","84,300.0","78,292.7","2.48K","0.31%"
"11/11/2024","82,187.9","74,858.0","82,187.9","74,673.3","3.37K","9.78%"
"11/10/2024","74,864.8","71,565.6","75,700.0","71,430.9","1.88K","4.62%"
"11/09/2024","71,559.3","71,449.0","71,778.4","70,685.1","0.34K","0.14%"
"11/08/2024","71,456.5","70,335.0","72,100.0","70,148.0","0.71K","1.64%"
"11/07/2024","70,301.1","70,391.7","71,141.8","69,000.0","0.89K","-0.13%"
"11/06/2024","70,390.0","63,486.1","71,103.7","63,401.4","2.40K","10.88%"
"11/05/2024","63,482.7","62,334.4","64,587.3","62,062.1","0.62K","1.79%"
"11/04/2024","62,364.0","63,309.9","63,748.7","61,431.3","0.42K","-1.51%"
"11/03/2024","63,317.8","64,040.0","64,089.6","62,323.4","0.65K","-1.13%"
"11/02/2024","64,040.0","64,170.5","64,509.0","63,804.0","0.11K","-0.20%"
"11/01/2024","64,170.5","64,537.4","65,888.0","63,250.4","0.42K","-0.56%"
"10/31/2024","64,531.9","66,600.3","66,831.0","64,017.4","0.64K","-3.11%"
"10/30/2024","66,600.3","67,126.2","67,148.6","65,921.9","0.67K","-0.78%"
"10/29/2024","67,124.2","64,551.5","67,981.4","64,411.6","2.01K","3.99%"
"10/28/2024","64,551.5","62,914.2","64,849.9","62,646.3","0.78K","2.60%"
"10/27/2024","62,915.9","62,129.1","63,152.2","62,000.0","0.26K","1.27%"
"10/26/2024","62,129.0","61,725.2","62,390.9","61,536.0","0.14K","0.56%"
"10/25/2024","61,785.3","62,958.0","63,433.2","60,813.7","0.59K","-1.86%"
"10/24/2024","62,957.9","61,800.1","63,489.9","61,626.7","0.55K","1.86%"
"10/23/2024","61,809.6","62,397.2","62,414.9","60,525.0","0.72K","-0.94%"
"10/22/2024","62,397.2","62,232.2","62,758.8","61,555.0","0.50K","0.27%"
"10/21/2024","62,232.2","63,405.9","63,823.0","61,707.0","0.53K","-1.85%"
"10/20/2024","63,405.9","62,843.7","63,696.9","62,611.0","0.19K","0.89%"
"10/19/2024","62,843.7","62,958.7","63,170.6","62,600.0","0.11K","-0.18%"
"10/18/2024","62,958.7","62,188.0","63,422.4","61,968.8","0.63K","1.25%"
"10/17/2024","62,184.0","62,260.1","62,501.7","61,428.0","0.65K","-0.12%"
"10/16/2024","62,260.1","61,551.4","62,699.0","61,282.7","0.63K","1.20%"
"10/15/2024","61,519.9","60,457.5","62,145.4","59,431.5","0.78K","1.77%"
"10/14/2024","60,452.0","57,508.7","60,788.1","57,144.8","1.11K","5.12%"
"10/13/2024","57,508.4","57,715.2","57,785.1","56,690.2","0.17K","-0.36%"
"10/12/2024","57,715.2","57,100.0","57,981.0","57,100.0","0.19K","1.08%"
"10/11/2024","57,100.0","55,143.3","57,923.9","54,962.4","0.50K","3.60%"
"10/10/2024","55,117.5","55,379.6","56,032.3","53,950.0","0.40K","-0.47%"
"10/09/2024","55,380.5","56,608.0","56,990.0","55,125.7","0.35K","-2.17%"
"10/08/2024","56,607.9","56,710.0","57,521.7","56,364.8","0.43K","-0.17%"
"10/07/2024","56,702.0","57,231.9","58,685.6","56,594.9","0.63K","-0.92%"
"10/06/2024","57,228.1","56,484.9","57,300.0","56,298.9","0.21K","1.32%"
"10/05/2024","56,484.4","56,553.1","56,798.8","56,177.5","0.11K","-0.10%"
"10/04/2024","56,542.4","55,044.6","56,923.0","54,805.1","0.40K","2.72%"
"10/03/2024","55,044.6","54,882.4","55,687.3","54,279.5","0.32K","0.26%"
"10/02/2024","54,901.5","54,961.9","56,400.0","54,320.0","0.49K","-0.18%"
"10/01/2024","55,000.0","56,874.6","57,701.9","54,396.9","0.79K","-3.30%"
"09/30/2024","56,874.6","58,746.8","58,746.8","56,450.1","0.63K","-3.19%"
"09/29/2024","58,746.8","58,985.9","59,095.4","58,636.4","0.16K","-0.41%"
"09/28/2024","58,987.6","58,941.2","59,302.5","58,619.9","0.11K","0.08%"
"09/27/2024","58,942.3","58,300.0","59,490.0","58,050.0","0.58K","1.10%"
"09/26/2024","58,300.0","56,734.7","58,872.4","56,309.8","0.70K","2.76%"
"09/25/2024","56,734.7","57,437.5","57,880.0","56,565.1","0.38K","-1.19%"
"09/24/2024","57,418.0","56,999.9","57,766.0","56,300.0","0.47K","0.74%"
"09/23/2024","56,994.6","56,983.1","57,949.8","56,144.4","0.41K","0.04%"
"09/22/2024","56,972.6","56,769.7","57,300.0","55,911.1","0.15K","0.37%"
"09/21/2024","56,760.8","56,635.4","56,895.4","56,242.3","0.14K","0.22%"
"09/20/2024","56,635.4","56,389.2","57,358.5","55,887.4","0.52K","0.44%"
"09/19/2024","56,388.3","55,555.0","57,219.9","55,436.8","0.89K","1.52%"
"09/18/2024","55,541.4","54,227.8","55,554.9","53,276.8","0.50K","2.42%"
"09/17/2024","54,227.7","52,290.1","55,124.7","51,836.8","0.58K","3.71%"
"09/16/2024","52,290.1","53,313.5","53,390.7","51,699.8","0.39K","-1.98%"
"09/15/2024","53,345.2","54,139.5","54,408.1","53,000.0","0.19K","-1.47%"
"09/14/2024","54,139.5","54,654.7","54,745.4","53,730.0","0.30K","-0.94%"
"09/13/2024","54,654.7","52,485.3","54,739.0","52,017.0","0.47K","4.13%"
"09/12/2024","52,489.2","52,098.4","53,119.9","51,964.9","0.39K","0.78%"
"09/11/2024","52,083.4","52,283.0","52,600.0","50,484.5","0.51K","-0.38%"
"09/10/2024","52,283.0","51,720.1","52,611.0","51,133.1","0.43K","1.09%"
"09/09/2024","51,720.1","49,515.8","52,582.8","49,312.1","0.56K","4.46%"
"09/08/2024","49,509.6","48,912.3","49,880.0","48,438.2","0.24K","1.22%"
"09/07/2024","48,912.3","48,752.3","49,540.3","48,550.0","0.23K","0.33%"
"09/06/2024","48,750.0","50,550.1","51,367.2","47,483.1","1.01K","-3.56%"
"09/05/2024","50,550.1","52,310.0","52,628.0","50,150.0","0.47K","-3.35%"
"09/04/2024","52,301.5","52,031.5","52,798.4","50,411.0","0.71K","0.51%"
"09/03/2024","52,035.1","53,424.9","54,000.0","52,011.0","0.80K","-2.60%"
"09/02/2024","53,424.9","51,904.1","53,679.3","51,722.7","0.55K","2.90%"
"09/01/2024","51,920.0","53,381.3","53,465.8","51,850.1","0.32K","-2.74%"
"08/31/2024","53,380.0","53,555.0","53,800.1","53,204.9","0.14K","-0.31%"
"08/30/2024","53,545.8","53,585.1","54,043.1","52,355.1","0.47K","-0.11%"
"08/29/2024","53,603.1","53,094.9","55,214.1","52,960.1","0.57K","1.00%"
"08/28/2024","53,073.0","53,235.9","54,186.2","52,122.7","0.65K","-0.31%"
"08/27/2024","53,235.8","56,301.0","56,585.1","52,046.7","0.67K","-5.44%"
"08/26/2024","56,301.1","57,399.7","57,602.7","56,301.1","0.42K","-1.93%"
"08/25/2024","57,407.0","57,268.7","58,102.3","56,910.6","0.22K","0.28%"
"08/24/2024","57,247.4","57,293.6","57,635.0","56,800.0","0.27K","-0.08%"
"08/23/2024","57,293.6","54,335.2","57,999.0","54,316.7","0.83K","5.46%"
"08/22/2024","54,329.7","54,845.5","55,111.0","53,655.3","0.48K","-0.94%"
"08/21/2024","54,845.5","53,053.7","55,426.9","52,882.4","0.63K","3.41%"
"08/20/2024","53,035.3","53,641.5","55,419.6","52,768.7","0.56K","-1.19%"
"08/19/2024","53,674.2","53,056.0","53,772.9","52,454.3","0.47K","1.13%"
"08/18/2024","53,073.1","54,000.0","54,630.9","53,058.4","0.24K","-1.71%"
"08/17/2024","53,997.8","53,469.7","54,191.0","53,404.1","0.13K","1.00%"
"08/16/2024","53,465.7","52,479.8","54,315.6","52,069.3","0.56K","1.88%"
"08/15/2024","52,479.8","53,313.1","54,484.8","51,225.7","0.93K","-1.58%"
"08/14/2024","53,320.6","55,150.1","55,984.0","53,100.0","0.59K","-3.32%"
"08/13/2024","55,150.0","54,297.3","56,093.1","53,560.0","0.56K","1.57%"
"08/12/2024","54,297.3","53,850.1","55,500.0","52,800.2","0.60K","0.83%"
"08/11/2024","53,850.0","55,868.5","56,665.9","53,400.7","0.31K","-3.61%"
"08/10/2024","55,868.5","55,793.6","56,302.5","55,260.2","0.15K","0.14%"
"08/09/2024","55,787.8","56,567.1","56,577.8","54,538.3","0.72K","-1.33%"
"08/08/2024","56,538.6","50,449.9","57,446.2","50,139.4","0.82K","12.07%"
"08/07/2024","50,449.9","51,346.1","52,879.1","50,001.2","0.79K","-1.81%"
"08/06/2024","51,378.9","49,390.7","52,253.8","49,359.8","1.28K","4.07%"
"08/05/2024","49,369.8","53,328.7","53,440.3","45,172.5","4.16K","-7.42%"
"08/04/2024","53,328.7","55,706.5","56,111.2","52,618.5","0.66K","-4.27%"
"08/03/2024","55,706.5","56,325.5","57,053.9","55,003.6","0.60K","-1.10%"
"08/02/2024","56,325.5","60,550.0","60,767.5","56,107.7","0.79K","-6.98%"
"08/01/2024","60,554.6","59,725.1","60,770.4","57,711.7","0.78K","1.38%"
"07/31/2024","59,728.2","61,183.6","61,750.0","59,610.7","0.44K","-2.39%"
"07/30/2024","61,188.0","61,765.8","61,860.2","60,460.9","0.40K","-0.94%"
"07/29/2024","61,765.8","62,831.0","64,692.0","61,500.0","0.84K","-1.70%"
"07/28/2024","62,831.0","62,455.2","62,858.3","61,804.1","0.18K","0.64%"
"07/27/2024","62,429.0","62,555.9","63,819.4","61,406.9","0.55K","-0.20%"
"07/26/2024","62,554.2","60,646.5","62,768.0","60,609.0","0.69K","3.15%"
"07/25/2024","60,642.9","60,322.5","60,932.0","58,561.2","0.51K","0.53%"
"07/24/2024","60,322.4","60,671.4","61,737.5","60,069.9","0.52K","-0.58%"
"07/23/2024","60,671.4","62,019.4","62,169.8","60,249.3","1.37K","-2.19%"
"07/22/2024","62,027.6","62,505.7","62,772.9","61,215.0","0.53K","-0.76%"
"07/21/2024","62,505.6","61,642.7","62,665.8","60,450.0","0.29K","1.41%"
"07/20/2024","61,636.5","61,333.1","62,050.0","60,925.8","0.22K","0.49%"
"07/19/2024","61,333.1","58,694.9","61,965.0","58,186.7","0.58K","4.47%"
"07/18/2024","58,710.0","58,604.0","59,617.0","58,040.8","0.46K","0.18%"
"07/17/2024","58,604.0","59,711.0","60,632.4","58,505.0","0.49K","-1.90%"
"07/16/2024","59,740.4","59,417.5","59,950.0","57,300.0","0.58K","0.50%"
"07/15/2024","59,441.1","55,877.8","59,529.1","55,790.9","0.75K","6.39%"
"07/14/2024","55,871.7","54,290.7","56,398.2","54,260.4","0.49K","2.91%"
"07/13/2024","54,290.7","53,088.1","54,834.7","53,000.0","0.21K","2.28%"
"07/12/2024","53,081.9","52,735.3","53,627.8","52,080.0","1.10K","0.66%"
"07/11/2024","52,735.3","53,269.0","54,489.1","52,623.9","1.10K","-1.10%"
"07/10/2024","53,320.6","53,623.5","54,878.7","52,817.1","0.84K","-0.56%"
"07/09/2024","53,623.4","52,309.3","53,819.4","51,964.5","1.02K","2.50%"
"07/08/2024","52,314.7","51,595.6","53,677.7","50,190.1","1.01K","1.40%"
"07/07/2024","51,590.4","53,702.9","53,794.7","51,507.6","0.32K","-3.93%"
"07/06/2024","53,702.8","52,258.3","53,832.0","51,750.0","0.40K","2.77%"
"07/05/2024","52,257.4","52,772.7","53,139.9","49,670.0","1.75K","-0.95%"
"07/04/2024","52,759.2","55,747.2","55,971.2","52,557.7","2.18K","-5.36%"
"07/03/2024","55,750.1","57,730.5","57,859.4","55,077.2","0.62K","-3.41%"
"07/02/2024","57,720.8","58,523.5","58,864.1","57,501.5","0.52K","-1.41%"
"07/01/2024","58,543.7","58,422.2","59,443.1","58,107.0","0.65K","0.26%"
"06/30/2024","58,393.0","56,875.0","58,579.0","56,652.1","0.20K","2.67%"
"06/29/2024","56,875.0","56,310.0","57,103.4","56,309.9","0.13K","1.00%"
"06/28/2024","56,310.0","57,550.5","58,120.0","56,033.1","0.42K","-2.13%"
"06/27/2024","57,535.2","56,919.0","58,151.9","56,645.1","0.45K","1.10%"
"06/26/2024","56,910.8","57,728.1","58,255.1","56,850.0","0.43K","-1.42%"
"06/25/2024","57,728.1","56,160.3","58,185.0","56,118.3","0.79K","2.80%"
"06/24/2024","56,156.9","59,096.8","59,230.7","54,500.0","1.12K","-4.96%"
"06/23/2024","59,088.0","59,974.7","60,208.2","59,075.4","0.12K","-1.51%"
"06/22/2024","59,992.0","59,977.6","60,310.5","59,834.0","0.14K","0.04%"
"06/21/2024","59,965.5","60,562.4","60,664.6","59,334.1","0.37K","-1.00%"
"06/20/2024","60,568.3","60,448.9","61,899.0","60,280.1","0.42K","0.20%"
"06/19/2024","60,448.9","60,681.7","61,192.6","60,239.9","0.33K","-0.33%"
"06/18/2024","60,649.6","61,899.4","61,982.5","59,683.5","0.69K","-2.02%"
"06/17/2024","61,899.4","62,247.8","62,637.1","60,745.1","0.53K","-0.56%"
"06/16/2024","62,247.8","61,821.9","62,486.9","61,694.2","0.09K","0.68%"
"06/15/2024","61,827.5","61,733.7","62,108.1","61,500.0","0.13K","0.15%"
"06/14/2024","61,733.7","62,192.0","63,050.0","60,823.0","0.47K","-0.74%"
"06/13/2024","62,196.7","63,140.2","63,342.8","61,685.7","0.42K","-1.50%"
"06/12/2024","63,141.0","62,739.3","64,532.8","62,273.9","0.88K","0.64%"
"06/11/2024","62,739.3","64,546.8","64,587.2","61,600.1","0.76K","-2.80%"
"06/10/2024","64,546.7","64,651.3","65,290.7","64,350.1","0.48K","-0.16%"
"06/09/2024","64,651.3","64,256.7","64,750.5","64,115.2","0.17K","0.61%"
"06/08/2024","64,257.0","64,270.9","64,457.1","64,122.9","0.10K","-0.02%"
"06/07/2024","64,270.8","64,986.9","66,090.4","63,375.1","0.82K","-1.10%"
"06/06/2024","64,983.4","65,353.8","65,750.0","64,408.4","0.55K","-0.56%"
"06/05/2024","65,347.2","64,796.5","66,000.0","64,692.1","0.75K","0.85%"
"06/04/2024","64,796.5","63,062.8","65,223.0","62,964.0","0.58K","2.74%"
"06/03/2024","63,067.0","62,452.2","64,630.0","62,327.2","0.62K","0.98%"
"06/02/2024","62,452.2","62,406.9","62,988.0","62,069.6","0.12K","0.07%"
"06/01/2024","62,406.9","62,223.8","62,517.0","62,155.2","0.09K","0.27%"
"05/31/2024","62,241.8","63,094.2","63,501.5","61,459.7","0.36K","-1.40%"
"05/30/2024","63,124.6","62,555.7","64,040.0","62,076.0","0.69K","0.91%"
"05/29/2024","62,555.7","62,946.3","63,460.7","62,122.0","0.47K","-0.62%"
"05/28/2024","62,946.3","63,867.1","63,964.0","61,968.0","0.53K","-1.46%"
"05/27/2024","63,878.7","63,131.6","64,958.6","62,800.0","0.43K","1.18%"
"05/26/2024","63,131.6","63,864.1","64,060.9","62,921.9","0.27K","-1.15%"
"05/25/2024","63,864.1","63,261.8","64,201.1","63,230.2","0.16K","0.95%"
"05/24/2024","63,261.8","62,822.0","63,840.5","61,590.2","0.55K","0.70%"
"05/23/2024","62,821.9","63,809.8","64,533.8","61,431.3","0.91K","-1.55%"
"05/22/2024","63,808.6","64,441.3","65,091.9","63,728.9","0.39K","-0.98%"
"05/21/2024","64,437.9","65,485.6","65,800.0","63,622.7","1.02K","-1.50%"
"05/20/2024","65,418.1","60,944.0","65,596.1","60,770.8","0.85K","7.34%"
"05/19/2024","60,944.0","61,586.6","62,221.9","60,628.7","0.22K","-1.02%"
"05/18/2024","61,574.7","61,679.1","61,965.2","61,300.0","0.15K","-0.17%"
"05/17/2024","61,681.3","60,000.1","62,000.0","60,000.0","0.61K","2.80%"
"05/16/2024","60,000.1","60,787.5","61,300.0","59,462.9","0.71K","-1.29%"
"05/15/2024","60,785.2","56,908.0","60,999.9","56,735.1","0.83K","6.82%"
"05/14/2024","56,905.2","58,290.0","58,435.8","56,510.1","0.68K","-2.38%"
"05/13/2024","58,289.6","57,067.1","58,730.0","56,450.0","0.47K","2.14%"
"05/12/2024","57,067.1","56,502.5","57,426.6","56,304.0","0.12K","1.00%"
"05/11/2024","56,502.3","56,514.9","57,140.7","56,240.9","0.22K","0.00%"
"05/10/2024","56,503.6","58,507.5","58,857.1","55,906.6","0.61K","-3.43%"
"05/09/2024","58,507.5","56,937.6","58,768.7","56,500.0","0.37K","2.76%"
"05/08/2024","56,937.6","57,962.1","58,662.1","56,675.5","0.42K","-1.80%"
"05/07/2024","57,982.4","58,674.8","59,807.8","57,928.3","0.58K","-1.15%"
"05/06/2024","58,656.3","59,500.1","60,799.9","58,281.1","0.63K","-1.42%"
"05/05/2024","59,500.1","59,404.1","59,950.0","58,500.0","0.24K","0.19%"
"05/04/2024","59,385.2","58,477.6","59,918.4","58,174.4","0.38K","1.55%"
"05/03/2024","58,479.6","55,100.1","58,846.1","54,808.2","0.77K","6.09%"
"05/02/2024","55,122.6","54,336.5","55,554.9","53,163.7","0.66K","1.45%"
"05/01/2024","54,336.5","56,828.1","56,982.4","53,000.1","1.34K","-4.39%"
"04/30/2024","56,833.5","59,541.1","60,298.9","55,383.7","1.27K","-4.55%"
"04/29/2024","59,541.1","58,948.0","59,794.1","57,810.1","0.63K","1.02%"
"04/28/2024","58,940.9","59,350.1","60,093.9","58,701.7","0.13K","-0.69%"
"04/27/2024","59,350.1","59,643.9","59,779.3","58,475.3","0.18K","-0.49%"
"04/26/2024","59,643.9","60,123.9","60,500.0","59,290.0","0.47K","-0.79%"
"04/25/2024","60,120.1","60,063.1","60,834.8","58,838.0","0.50K","0.07%"
"04/24/2024","60,078.4","62,069.7","62,651.8","59,440.4","0.56K","-3.21%"
"04/23/2024","62,069.6","62,736.2","63,017.2","61,707.1","0.51K","-1.08%"
"04/22/2024","62,744.5","60,985.4","63,076.9","60,566.2","0.63K","2.88%"
"04/21/2024","60,985.4","61,060.1","61,669.1","60,380.8","0.25K","-0.14%"
"04/20/2024","61,070.0","59,974.3","61,494.9","59,375.2","0.36K","1.83%"
"04/19/2024","59,974.4","59,712.6","61,473.4","56,236.1","0.97K","0.45%"
"04/18/2024","59,707.6","57,500.1","60,200.0","56,950.0","1.26K","3.84%"
"04/17/2024","57,500.1","60,110.0","60,728.9","56,187.1","1.09K","-4.34%"
"04/16/2024","60,109.9","59,764.5","60,649.5","58,068.1","0.94K","0.61%"
"04/15/2024","59,743.0","61,864.2","62,800.0","58,745.6","0.96K","-3.43%"
"04/14/2024","61,864.3","61,094.2","61,930.9","59,803.8","0.86K","1.25%"
"04/13/2024","61,100.5","63,412.1","64,000.0","57,208.6","1.58K","-3.65%"
"04/12/2024","63,412.2","65,293.8","66,544.0","61,400.3","1.16K","-2.88%"
"04/11/2024","65,293.8","65,703.9","66,302.6","64,910.2","0.52K","-0.62%"
"04/10/2024","65,703.8","63,699.1","66,147.1","62,685.4","0.87K","3.15%"
"04/09/2024","63,699.1","65,918.3","66,024.6","62,917.4","0.86K","-3.37%"
"04/08/2024","65,918.2","64,033.4","67,100.0","63,820.7","1.23K","2.92%"
"04/07/2024","64,047.5","63,600.0","64,813.3","63,548.6","0.35K","0.70%"
"04/06/2024","63,600.0","62,617.2","64,271.9","62,287.1","0.28K","1.57%"
"04/05/2024","62,617.2","63,250.0","63,420.0","61,086.7","0.58K","-1.00%"
"04/04/2024","63,249.9","60,960.1","63,835.3","60,086.1","0.78K","3.76%"
"04/03/2024","60,960.1","60,848.2","61,942.0","60,027.5","0.65K","0.21%"
"04/02/2024","60,831.6","64,884.2","64,909.3","60,045.2","1.29K","-6.27%"
"04/01/2024","64,902.9","66,064.3","66,064.3","63,462.1","0.53K","-1.86%"
"03/31/2024","66,129.9","64,602.4","66,130.0","64,589.6","0.33K","2.36%"
"03/30/2024","64,602.4","64,780.4","65,150.0","64,580.0","0.16K","-0.28%"
"03/29/2024","64,784.0","65,606.8","65,774.6","64,060.9","0.39K","-1.22%"
"03/28/2024","65,583.1","64,213.9","66,238.0","63,673.4","0.82K","2.13%"
"03/27/2024","64,213.9","64,592.3","66,199.9","63,210.0","1.11K","-0.61%"
"03/26/2024","64,605.0","64,486.1","65,920.6","63,895.6","0.87K","0.18%"
"03/25/2024","64,486.1","62,195.1","65,600.0","61,416.5","1.38K","3.65%"
"03/24/2024","62,214.8","59,274.1","62,518.0","59,099.8","0.42K","4.95%"
"03/23/2024","59,279.8","59,105.7","61,133.1","58,383.2","0.35K","0.37%"
"03/22/2024","59,060.5","60,300.7","61,480.5","57,750.0","0.90K","-2.06%"
"03/21/2024","60,300.6","62,092.7","62,414.1","59,499.5","0.95K","-2.89%"
"03/20/2024","62,092.8","56,969.5","62,398.2","55,950.1","1.60K","8.94%"
"03/19/2024","56,998.5","62,143.7","62,600.0","56,634.7","2.30K","-8.31%"
"03/18/2024","62,162.9","62,820.0","63,286.6","61,215.0","0.72K","-1.05%"
"03/17/2024","62,820.0","59,883.0","63,230.0","59,200.1","0.76K","4.90%"
"03/16/2024","59,885.2","63,861.3","64,299.0","59,456.8","0.79K","-6.08%"
"03/15/2024","63,761.3","65,666.5","66,555.0","60,230.4","1.87K","-2.90%"
"03/14/2024","65,666.4","66,765.6","67,427.0","63,073.0","1.74K","-1.65%"
"03/13/2024","66,765.6","65,420.0","67,399.0","65,304.9","1.26K","2.04%"
"03/12/2024","65,428.9","65,860.0","66,900.0","63,267.1","1.82K","-0.65%"
"03/11/2024","65,859.9","63,074.2","66,600.0","61,517.2","1.88K","4.42%"
"03/10/2024","63,074.3","62,613.1","63,930.6","62,400.0","0.72K","0.68%"
"03/09/2024","62,649.9","62,425.2","62,781.1","62,124.5","0.37K","0.38%"
"03/08/2024","62,413.8","61,130.1","63,999.0","60,483.8","1.61K","2.10%"
"03/07/2024","61,130.1","60,642.5","62,364.9","60,201.1","1.13K","0.82%"
"03/06/2024","60,633.8","58,788.1","62,227.0","57,937.5","1.76K","3.06%"
"03/05/2024","58,830.7","62,877.2","63,584.5","54,425.1","3.94K","-6.51%"
"03/04/2024","62,930.5","58,214.0","63,089.9","57,580.2","3.39K","8.07%"
"03/03/2024","58,230.2","57,223.2","58,300.0","56,650.1","0.63K","1.76%"
"03/02/2024","57,223.2","57,564.8","57,608.4","56,900.0","0.40K","-0.59%"
"03/01/2024","57,565.4","56,560.4","58,248.0","56,160.0","0.91K","1.77%"
"02/29/2024","56,565.9","57,615.5","58,629.9","55,800.0","1.78K","-1.83%"
"02/28/2024","57,620.0","52,622.0","58,999.0","52,317.3","3.63K","9.50%"
"02/27/2024","52,622.0","49,926.9","53,085.0","49,926.9","1.78K","5.39%"
"02/26/2024","49,932.9","47,793.4","50,425.0","46,950.1","1.21K","4.49%"
"02/25/2024","47,786.2","47,622.0","47,925.0","47,404.9","0.29K","0.35%"
"02/24/2024","47,621.9","46,873.7","47,710.0","46,731.0","0.23K","1.60%"
"02/23/2024","46,873.7","47,360.6","47,575.7","46,682.2","0.55K","-1.05%"
"02/22/2024","47,370.0","47,934.7","48,068.0","47,051.1","0.60K","-1.17%"
"02/21/2024","47,930.3","48,349.4","48,400.0","46,869.6","0.69K","-0.87%"
"02/20/2024","48,349.3","48,041.9","48,988.8","47,000.1","1.11K","0.62%"
"02/19/2024","48,053.5","48,357.1","48,688.8","48,000.0","0.63K","-0.61%"
"02/18/2024","48,346.0","47,944.2","48,575.0","47,538.7","0.32K","0.84%"
"02/17/2024","47,944.2","48,425.0","48,430.3","46,966.3","0.49K","-0.99%"
"02/16/2024","48,425.0","48,213.3","48,900.0","47,952.9","0.69K","0.44%"
"02/15/2024","48,213.3","48,282.0","49,057.8","47,675.3","0.94K","-0.11%"
"02/14/2024","48,268.0","46,436.8","48,516.8","46,000.0","1.19K","3.94%"
"02/13/2024","46,436.8","46,344.2","46,726.6","45,100.2","1.12K","0.20%"
"02/12/2024","46,344.1","44,569.0","46,700.0","44,250.0","1.50K","3.98%"
"02/11/2024","44,568.9","44,138.7","44,800.0","44,001.0","0.38K","0.97%"
"02/10/2024","44,138.7","43,660.2","44,497.0","43,394.9","0.38K","1.10%"
"02/09/2024","43,660.1","42,036.1","44,604.2","42,002.4","1.65K","3.86%"
"02/08/2024","42,036.1","41,124.9","42,299.9","41,124.9","1.07K","2.22%"
"02/07/2024","41,124.9","40,058.1","41,176.5","39,762.1","0.80K","2.68%"
"02/06/2024","40,052.2","39,726.7","40,338.9","39,599.0","0.55K","0.82%"
"02/05/2024","39,726.7","39,492.0","40,449.0","39,216.3","0.66K","0.59%"
"02/04/2024","39,492.0","39,845.3","39,930.7","39,230.1","0.27K","-0.86%"
"02/03/2024","39,833.4","39,994.9","40,140.0","39,750.0","0.21K","-0.40%"
"02/02/2024","39,994.9","39,617.4","40,191.5","39,335.1","0.53K","0.95%"
"02/01/2024","39,617.4","39,390.8","39,788.9","38,748.1","0.71K","0.54%"
"01/31/2024","39,405.7","39,627.7","40,299.0","39,101.1","0.76K","-0.56%"
"01/30/2024","39,628.5","39,972.2","40,469.5","39,418.5","0.96K","-0.88%"
"01/29/2024","39,979.4","38,786.3","40,075.0","38,650.7","0.77K","3.10%"
"01/28/2024","38,775.5","38,854.6","39,444.0","38,423.4","0.49K","-0.20%"
